,0,1
0,46.97515106000,-123.816108000000
1,46.97863388062,-123.821166992188
2,46.97521972656,-123.813240051270
3,46.97148510000,-123.828219200000
4,47.65436172485,-117.419975280762
5,47.65325240000,-117.414095500000
6,47.65572357178,-117.412429809570
7,47.65025330000,-117.409210000000
8,47.67466000000,-117.407610000000
9,47.66176224000,-117.391784000000
10,47.65714645386,-117.382263183594
11,48.50020599365,-122.613700866699
12,48.29865646362,-122.635635375977
13,48.42457580566,-122.338081359863
14,48.41528320313,-122.336326599121
15,48.28782680000,-122.653960900000
16,48.74558740000,-122.480895200000
17,48.74558740000,-122.480895200000
18,48.74527730000,-122.478939000000
19,48.75492859000,-122.486854000000
20,48.75549780000,-122.488352000000
21,48.75795280000,-122.473052000000
22,48.10550689697,-122.804794311523
23,38.97820282000,-76.495910600000
24,38.98413000000,-76.533790000000
25,39.03205490000,-76.502738900000
26,39.01967620850,-76.597953796387
27,38.95231246948,-76.282669067383
28,39.15695953369,-76.629081726074
29,39.17207718000,-76.620994500000
30,39.17207718000,-76.620994500000
31,39.17207718000,-76.620994500000
32,39.11763382000,-76.728538500000
33,39.25066330000,-76.520518000000
34,39.10188293000,-76.847526500000
35,39.27361679000,-76.614791800000
36,39.27618420000,-76.618445900000
37,39.28074646000,-76.614456100000
38,39.28629600000,-76.595761000000
39,39.17452620000,-76.842040900000
40,39.29041610000,-76.602077000000
41,39.29143524000,-76.600036600000
42,39.29175710000,-76.599901100000
43,39.29225540161,-76.597595214844
44,39.29000091553,-76.610000610352
45,39.29618230000,-76.587420000000
46,39.29618073000,-76.587577800000
47,39.28106307983,-76.656608581543
48,39.29369700000,-76.606260000000
49,39.29399108887,-76.617477416992
50,39.29473114000,-76.616676300000
51,39.28885650635,-76.642677307129
52,39.29740880000,-76.610619400000
53,39.28846741000,-76.650367700000
54,39.28324940000,-76.676773900000
55,39.26686096000,-76.722106900000
56,39.30181590000,-76.645153300000
57,39.30998960000,-76.616856000000
58,39.31015015000,-76.618019100000
59,39.18628440000,-76.878932300000
60,39.18628440000,-76.878932300000
61,39.30518723000,-76.663658100000
62,39.31795883000,-76.610168400000
63,39.30999300000,-76.649092000000
64,39.18845367000,-76.879455500000
65,39.33053400000,-76.560486200000
66,39.32571411133,-76.603057861328
67,38.54048538000,-76.580688400000
68,38.54040145874,-76.584403991699
69,38.53689110000,-76.580203400000
70,39.33302307129,-76.701850891113
71,48.19871139526,-122.125144958496
72,47.98669815063,-122.199996948242
73,47.97804641724,-122.192001342773
74,47.96857300000,-122.196500000000
75,47.95057000000,-122.195200000000
76,47.94498200000,-122.217073000000
77,47.89860916000,-122.291946000000
78,47.31666190000,-122.223575000000
79,47.30083847000,-122.318054000000
80,47.31696960000,-122.316660000000
81,47.38319000000,-122.249200000000
82,47.38323490000,-122.249251000000
83,47.38325200000,-122.249307000000
84,47.25655746460,-122.443099975586
85,47.24926800000,-122.446168000000
86,47.23569460000,-122.439133900000
87,47.25036590000,-122.448843100000
88,47.47835000000,-122.212348000000
89,47.48287760000,-122.217066100000
90,47.19419980000,-122.434329000000
91,47.53730540000,-122.284020000000
92,47.50735092000,-121.909347000000
93,47.59401960000,-122.310641000000
94,47.58966827000,-122.337997000000
95,47.59560394000,-122.325202000000
96,47.59969711000,-122.314498000000
97,47.59975815000,-122.329971000000
98,47.61014970000,-122.201515000000
99,47.60023910000,-122.330391000000
100,47.60004044000,-122.334297000000
101,47.60071182000,-122.335281000000
102,47.60248300000,-122.329248000000
103,47.60305590000,-122.329414000000
104,47.60384290000,-122.330045400000
105,47.61471860000,-122.187818500000
106,47.60757828000,-122.332428000000
107,47.61344528000,-122.328613000000
108,47.61320350000,-122.341770000000
109,47.61568930000,-122.333976000000
110,47.62620163000,-122.181266000000
111,47.61533000000,-122.344480000000
112,47.58516693115,-121.969924926758
113,47.62508510000,-122.310523400000
114,47.61872030000,-122.353865000000
